Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,PE_BLI,Program_Element_Budget_Line_Item_BLI_Title,Include_In_TOA,FY_2025_Actuals,FY_2025_Reconciliation,FY_2025_Total,FY_2026_Discretionary_Enacted,FY_2026_PL_119_21_Spend_Plan,FY_2026_Total,FY_2027_Discretionary_Request,FY_2027_Mandatory_Request,FY_2027_Total,Classification
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,93,0604602F,Armament/Ordnance Development,Y,5304,,5304,7174,,7174,96762,,96762,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,94,0604604F,Submunitions,Y,3427,,3427,3502,,3502,3599,,3599,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,95,0604617F,Agile Combat Support,Y,22977,,22977,23235,,23235,19348,,19348,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,96,0604706F,Life Support Systems,Y,23741,,23741,20302,,20302,21328,,21328,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,97,0604735F,Combat Training Ranges,Y,154258,,154258,147587,,147587,132783,,132783,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,98,0604932F,Long Range Standoff Weapon,Y,579557,,579557,446889,,446889,565679,,565679,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,99,0604933F,ICBM Fuze Modernization,Y,,,,3252,,3252,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,100,0605056F,Open Architecture Management,Y,40147,,40147,41422,,41422,43482,,43482,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,101,0605223F,Advanced Pilot Training,Y,240513,,240513,163138,,163138,72174,,72174,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,102,0605238F,Ground Based Strategic Deterrent EMD,Y,1942400,,1942400,2616352,2189000,4805352,4521370,,4521370,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,103,0605296F,Microelectronics Secure Enclave,Y,,,,103608,,103608,224664,,224664,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,104,0101125F,Nuclear Weapons Modernization,Y,,,,,,,23066,,23066,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,105,0102417F,Over-the-Horizon Backscatter Radar,Y,376997,,376997,,,,173975,,173975,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,106,0207039F,Cognitive Electromagnetic Warfare,Y,,,,23933,,23933,50496,,50496,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,107,0207110F,F-47,Y,,,,3053053,400000,3453053,5037904,,5037904,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,108,0207279F,Isolated Personnel Survivability and Recovery,Y,9757,,9757,53948,,53948,16001,,16001,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,109,0207328F,Stand In Attack Weapon,Y,319559,,319559,252062,,252062,115882,,115882,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,110,0207407F,Electromagnetic Battle Management (EMBM),Y,,,,17693,,17693,45322,,45322,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,111,0207701F,Full Combat Mission Training,Y,7636,,7636,10276,,10276,6501,,6501,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,112,0303008F,SATURN,Y,,,,4917,,4917,4771,,4771,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,113,0303267F,Auctioned Spectrum Relocation Fund,Y,9695,,9695,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,114,0303867F,AMBIT - Post-Auctioned SRF,Y,19453,,19453,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,115,0305155F,Theater Nuclear Weapon Storage & Security System,Y,1936,,1936,19777,,19777,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,116,0305282F,Joint Fires Network (JFN),Y,,,,,311432,311432,313982,,313982,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,117,0401221F,KC-46A Tanker Squadrons,Y,76296,,76296,130175,,130175,543788,,543788,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,118,0401319F,VC-25B,Y,419617,,419617,594557,,594557,555195,,555195,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,119,0401334F,Large Aircraft Survivability Systems (LASS),Y,,,,,,,17996,,17996,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,120,0701212F,Automated Test Systems,Y,20962,,20962,29925,,29925,15900,,15900,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,121,0804772F,Training Developments,Y,4778,,4778,8198,,8198,4947,,4947,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,05,System development and demonstration,122,1203176F,Combat Survivor Evader Locator,Y,983,,983,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,123,0604256F,Threat Simulator Development,Y,17078,,17078,40935,,40935,44526,,44526,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,124,0604759F,Major T&E Investment,Y,65962,,65962,157959,,157959,235405,,235405,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,125,0605101F,RAND Project Air Force,Y,38270,,38270,31961,,31961,13312,,13312,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,126,0605502F,Small Business Innovation Research,Y,904678,,904678,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,127,0605712F,Initial Operational Test & Evaluation,Y,14247,,14247,13681,,13681,13562,,13562,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,128,0605807F,Test and Evaluation Support,Y,936479,,936479,1113371,,1113371,1802502,,1802502,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,129,0605827F,Acq Workforce- Global Vig & Combat Sys,Y,339924,,339924,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,130,0605828F,Acq Workforce- Global Reach,Y,516240,,516240,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,131,0605829F,"Acq Workforce- Cyber, Network, & Bus Sys",Y,466068,,466068,435918,,435918,439592,,439592,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,132,0605831F,Acq Workforce- Capability Integration,Y,305394,,305394,1153165,,1153165,1206669,,1206669,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,133,0605832F,Acq Workforce- Advanced Prgm Technology,Y,68182,,68182,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,134,0605833F,Acq Workforce- Nuclear Systems,Y,328180,,328180,368881,,368881,342650,,342650,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,135,0605898F,Management HQ - R&D,Y,6541,,6541,5960,,5960,6209,,6209,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,136,0605976F,Facilities Restoration and Modernization - Test and Evaluation Support,Y,94828,,94828,199363,,199363,367369,,367369,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,137,0605978F,Facilities Sustainment - Test and Evaluation Support,Y,63579,,63579,91969,,91969,298924,,298924,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,138,0606017F,Requirements Analysis and Maturation,Y,30774,,30774,45786,,45786,21678,,21678,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,139,0606398F,Management HQ - T&E,Y,8081,,8081,7417,,7417,7507,,7507,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,140,0208201F,Offensive small Unmanned Aircraft Systems (sUAS),Y,,,,4917,12000,16917,30187,,30187,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,141,0303255F,"Command, Control, Communication, and Computers (C4) - STRATCOM",Y,38161,,38161,61447,,61447,18068,,18068,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,142,0308602F,ENTEPRISE INFORMATION SERVICES (EIS),Y,104232,,104232,115119,,115119,80342,,80342,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,143,0702806F,Acquisition and Management Support,Y,19823,,19823,25359,,25359,12132,,12132,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,144,0804776F,Advanced Distributed Learning,Y,797,,797,1675,,1675,238,,238,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,145,0901215F,Productivity Investments,Y,,,,,,,4017,,4017,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,146,0909999F,Financing for Cancelled Account Adjustments,Y,787,,787,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,06,Management support,147,1001004F,International Activities,Y,4098,,4098,4368,,4368,4514,,4514,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,148,0604222F,Nuclear Weapons Support,Y,,,,,,,10029,,10029,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,149,0604233F,Specialized Undergraduate Flight Training,Y,29132,,29132,56373,,56373,22071,,22071,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,150,0604283F,Battle Mgmt Com & Ctrl Sensor Development,Y,66717,,66717,47298,,47298,44187,,44187,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,151,0604445F,Wide Area Surveillance,Y,20722,,20722,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,152,0604840F,F-35 C2D2,Y,1099328,,1099328,960621,,960621,1128748,939586,2068334,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,153,0605018F,AF Integrated Personnel and Pay System (AF-IPPS),Y,48523,,48523,63172,,63172,31777,,31777,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,154,0605024F,Anti-Tamper Technology Executive Agency,Y,65434,,65434,62803,,62803,130610,,130610,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,155,0605117F,Foreign Materiel Acquisition and Exploitation,Y,123775,,123775,,,,4676,,4676,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,156,0605229F,HH-60W,Y,31646,,31646,40474,,40474,87881,,87881,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,157,0605278F,HC/MC-130 Recap RDT&E,Y,43597,,43597,77079,,77079,34932,,34932,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,158,0606018F,NC3 Integration,Y,21289,,21289,39599,,39599,36521,,36521,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,159,0101113F,B-52 Squadrons,Y,1019125,,1019125,888158,,888158,1478648,101100,1579748,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,160,0101122F,Air-Launched Cruise Missile (ALCM),Y,527,,527,555,,555,570,,570,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,161,0101126F,B-1B Squadrons,Y,17316,,17316,150566,,150566,273552,,273552,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,162,0101127F,B-2 Squadrons,Y,44020,,44020,72351,,72351,418178,,418178,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,163,0101213F,Minuteman Squadrons,Y,57201,,57201,69110,,69110,79313,,79313,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,164,0101316F,Worldwide Joint Strategic Communications,Y,13268,,13268,13364,,13364,44424,,44424,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,165,0101318F,Service Support to STRATCOM - Global Strike,Y,7062,,7062,6833,,6833,56203,,56203,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,166,0101328F,ICBM Reentry Vehicles,Y,378983,,378983,256758,100000,356758,733182,,733182,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,168,0102110F,MH-139A,Y,14679,,14679,5900,,5900,7046,,7046,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,169,0102326F,Region/Sector Operation Control Center Modernization Program,Y,839,,839,722,,722,709,,709,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,170,0102417F,Over-the-Horizon Backscatter Radar,Y,,,,130401,,130401,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,171,0202834F,Aviation Support Equipment  - General,Y,6097,,6097,10733,,10733,1028,,1028,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,172,0203345F,Operations Security (OPSEC),Y,,,,,,,45000,,45000,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,173,0205219F,MQ-9 UAV,Y,6841,,6841,32600,,32600,16723,,16723,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,174,0205671F,Joint Counter RCIED Electronic Warfare,Y,3325,,3325,3382,,3382,2816,,2816,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,175,0207040F,Multi-Platform Electronic Warfare Equipment,Y,,,,7000,,7000,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,176,0207133F,F-16 Squadrons,Y,107714,,107714,229857,82500,312357,527739,,527739,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,177,0207134F,F-15E Squadrons,Y,138345,,138345,229946,,229946,322889,,322889,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,178,0207136F,Manned Destructive Suppression,Y,12119,,12119,15309,,15309,8128,,8128,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,179,0207138F,F-22A Squadrons,Y,733581,,733581,813987,,813987,950375,,950375,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,180,0207142F,F-35 Squadrons,Y,45444,,45444,32203,,32203,47388,,47388,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,181,0207146F,F-15EX,Y,54875,,54875,117715,40000,157715,133274,,133274,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,182,0207161F,Tactical AIM Missiles,Y,33701,,33701,85449,,85449,98861,,98861,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,183,0207163F,Advanced Medium Range Air-to-Air Missile (AMRAAM),Y,51898,,51898,50539,,50539,53277,,53277,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,184,0207172F,Joint Advanced Tactical Missile (JATM),Y,,,,420110,,420110,500422,,500422,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,185,0207227F,Combat Rescue - Pararescue,Y,743,,743,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,186,0207238F,E-11A,Y,29669,,29669,15035,,15035,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,187,0207242F,Special Program Applications,Y,,,,,,,35149,,35149,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,188,0207247F,AF TENCAP,Y,50263,,50263,52492,,52492,50913,,50913,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,189,0207249F,Precision Attack Systems Procurement,Y,9106,,9106,13429,,13429,14602,,14602,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,190,0207253F,Compass Call,Y,115978,,115978,,90241,90241,66514,,66514,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,191,0207268F,Aircraft Engine Component Improvement Program,Y,58429,,58429,64073,,64073,205938,,205938,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,192,0207325F,Joint Air-to-Surface Standoff Missile (JASSM),Y,190710,,190710,226116,200000,426116,133092,,133092,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,193,0207327F,Small Diameter Bomb (SDB),Y,29047,,29047,24575,,24575,25497,,25497,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,194,0207410F,Air & Space Operations Center (AOC),Y,63091,,63091,99217,,99217,158871,,158871,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,195,0207412F,Control and Reporting Center (CRC),Y,16441,,16441,17407,,17407,18137,,18137,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,196,0207418F,AFSPECWAR - TACP,Y,1380,,1380,,,,5206,,5206,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,198,0207431F,Combat Air Intelligence System Activities,Y,25049,,25049,35646,,35646,33700,,33700,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,199,0207438F,Theater Battle Management (TBM) C4I,Y,4249,,4249,6698,,6698,7014,,7014,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,200,0207439F,Electromagnetic Warfare Int Reprog (EWIR),Y,13081,,13081,38639,,38639,73523,,73523,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,201,0207444F,Tactical Air Control Party-Mod,Y,11816,,11816,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,202,0207452F,DCAPES,Y,8154,,8154,8390,,8390,5254,,5254,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,203,0207457F,Air Force Special Warfare (SPECWAR),Y,,,,27149,,27149,24423,,24423,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,204,0207461F,Flight Operations Systems,Y,,,,,,,15978,,15978,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,205,0207521F,Air Force Calibration Programs,Y,2213,,2213,2242,,2242,2220,,2220,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,206,0207573F,National Technical Nuclear Forensics,Y,1984,,1984,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,207,0207590F,Seek Eagle,Y,34982,,34982,33706,,33706,36710,,36710,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,208,0207611F,Readiness Decision Support Enterprise,Y,,,,8758,,8758,6823,,6823,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,209,0207697F,Distributed Training and Exercises,Y,3826,,3826,4342,10000,14342,83659,,83659,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,210,0207701F,Full Combat Mission Training,Y,3808,,3808,7985,,7985,6644,,6644,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,211,0208006F,Mission Planning Systems,Y,78113,,78113,123103,,123103,122175,,122175,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,212,0208007F,Tactical Deception,Y,519,,519,13523,,13523,48857,,48857,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,213,0208087F,Distributed Cyber Warfare Operations,Y,28792,,28792,30893,,30893,71868,,71868,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,214,0208088F,AF Defensive Cyberspace Operations,Y,83231,,83231,121433,,121433,76758,,76758,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,218,0208288F,Intel Data Applications,Y,988,,988,1012,,1012,7511,,7511,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,219,0301025F,GeoBase,Y,,,,985,,985,403,,403,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,220,0301113F,Cyber Security Intelligence Support,Y,18141,,18141,14749,,14749,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,226,0301377F,Countering Advanced Conventional Weapons (CACW),Y,834,,834,1117,,1117,1343,,1343,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,228,0301401F,AF Multi-Domain Non-Traditional ISR Battlespace Awareness,Y,3006,,3006,2987,,2987,2754,,2754,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,229,0302015F,E-4B National Airborne Operations Center (NAOC),Y,52362,,52362,55095,,55095,50873,,50873,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,230,0302315F,Non-Kinetic Countermeasure Support,Y,7590,,7590,7006,,7006,4024,,4024,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,231,0303004F,EIT CONNECT,Y,15531,,15531,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,232,0303089F,Cyberspace and DoDIN Operations,Y,9432,,9432,9955,,9955,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,233,0303131F,Minimum Essential Emergency Communications Network (MEECN),Y,24763,,24763,98548,,98548,254837,,254837,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,234,0303133F,High Frequency Radio Systems,Y,8423,,8423,19709,,19709,33215,,33215,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,235,0303140F,Information Systems Security Program,Y,91663,6487,98150,101551,,101551,117658,,117658,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,236,0303248F,All Domain Common Platform,Y,86301,,86301,75711,,75711,71312,,71312,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,237,0303260F,Joint Military Deception Initiative,Y,6557,,6557,351,,351,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,238,0304100F,Strategic Mission Planning & Execution System (SMPES),Y,67385,,67385,74236,,74236,89663,,89663,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,239,0304109F,THRESHER,Y,,,,103,,103,109,,109,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,242,0304260F,Airborne SIGINT Enterprise,Y,92473,,92473,98650,,98650,98319,,98319,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,243,0304310F,Commercial Economic Analysis,Y,4546,,4546,4070,,4070,1713,,1713,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,246,0304784F,Long Endurance - Airborne ISR,Y,,,,,23000,23000,16570,,16570,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,247,0305015F,C2 Air Operations Suite - C2 Info Services,Y,15742,,15742,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,248,0305020F,CCMD Intelligence Information Technology,Y,1836,,1836,1547,,1547,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,249,0305022F,ISR Modernization & Automation Dvmt (IMAD),Y,19409,,19409,22237,,22237,16188,,16188,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,250,0305099F,Global Air Traffic Management (GATM),Y,4505,,4505,4222,,4222,4210,,4210,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,251,0305103F,Cyber Security Initiative,Y,292,,292,305,,305,318,,318,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,252,0305111F,Weather Service,Y,39438,,39438,50129,,50129,29331,,29331,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,253,0305114F,"Air Traffic Control, Approach, and Landing System (ATCALS)",Y,14689,,14689,27064,,27064,61895,,61895,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,254,0305116F,Aerial Targets,Y,5870,,5870,5011,,5011,1704,,1704,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,257,0305128F,Security and Investigative Activities,Y,463,,463,7855,,7855,9642,,9642,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,258,0305146F,Defense Joint Counterintelligence Activities,Y,6387,,6387,6524,,6524,2469,,2469,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,259,0305155F,Theater Nuclear Weapon Storage & Security System,Y,,,,,,,24364,,24364,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,260,0305158F,Tactical Terminal,Y,482,,482,1084,,1084,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,261,0305179F,Integrated Broadcast Service (IBS),Y,15006,,15006,19085,,19085,18266,,18266,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,262,0305206F,Airborne Reconnaissance Systems,Y,115637,,115637,65432,,65432,34273,,34273,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,263,0305207F,Manned Reconnaissance Systems,Y,18323,,18323,28733,,28733,17114,,17114,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,264,0305208F,Distributed Common Ground/Surface Systems,Y,99749,,99749,81033,,81033,85365,,85365,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,265,0305220F,RQ-4 UAV,Y,6171,,6171,,,,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,266,0305221F,Network-Centric Collaborative Targeting,Y,9952,,9952,12019,,12019,9146,,9146,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,267,0305238F,NATO AGS,Y,865,,865,816,,816,,,,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,268,0305240F,ISR Transport and Processing,Y,33432,,33432,32578,,32578,312037,,312037,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,269,0305249F,AF JWICS Enterprise,Y,9445,,9445,13404,,13404,19324,,19324,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,270,0305600F,International Intelligence Technology and Architectures,Y,17784,,17784,18946,,18946,62000,,62000,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,271,0305836F,C2IMERA,Y,,,,13690,,13690,11393,,11393,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,272,0305903F,COCOM Mobile Command and Control Centers (MCCCs),Y,,,,3961,,3961,2013,,2013,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,273,0305984F,Personnel Recovery Command & Ctrl (PRC2),Y,3272,,3272,2851,,2851,1783,,1783,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,274,0307577F,Intelligence Mission Data (IMD),Y,3658,,3658,18000,,18000,3151,,3151,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,275,0401119F,C-5 Airlift Squadrons (IF),Y,25825,,25825,33320,,33320,76233,,76233,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,276,0401130F,C-17 Aircraft (IF),Y,11874,,11874,103465,4410,107875,178130,,178130,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,277,0401132F,C-130J Program,Y,34261,,34261,18684,,18684,16628,,16628,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,278,0401134F,Large Aircraft IR Countermeasures (LAIRCM),Y,7484,,7484,40955,,40955,12323,,12323,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,279,0401218F,KC-135s,Y,9678,,9678,,43000,43000,121742,,121742,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,280,0401318F,CV-22,Y,25549,,25549,31544,,31544,45699,,45699,U
3600F,"Research, Development, Test and Evaluation, Air Force",F,07,Operational system development,281,0401334F,Large Aircraft Survivability Systems (LASS),Y,,,,,,,50111,,50111,U
